"","V1","V2","V3"
"2427","CITY TYPE","STREETLIGHT",1
"2428","DEADBOLT","NOB",1
"2429","OCCULT","KINDA",1
"2430","AORTA","TIT",1
"2431","HOOF","YR OLD",1
"2432","LEFT THEN","FAINTER FOR",1
"2433","LOOK TO","RIGHT HE",1
"2434","RIGHT RIGHT","IN FRONT",1
"2435","SADDEN","RAN",1
"2436","SIDES HIS","SCARED SHE",1
"2437","GREENWICH","WATERS",1
"2438","WOODLICE","FORBIDDEN",1
"2439","ATONE","STABLY",1
"2440","ATTACHMENTS","LOOSEN",1
"2441","BE COMING","EXEMPLIFY",1
"2442","BOREDOM","TERRORIZE",1
"2443","BOYHOOD","VIRGINIA",1
"2444","BUGLE","BUTTOCK",1
"2445","BUNT","SLASH",1
"2446","BUTTOCK","INTRUDE",1
"2447","CITY BOY","ANY HOW",1
"2448","CLAMP","DOING",1
"2449","COONSKIN","TRASHCAN",1
"2450","COWARD","SURMISE",1
"2451","DERIVATION","WELL THEY",1
"2452","DISCONCERTING","FIBERGLASS",1
"2453","DISTURBED","UNBELIEVABLE TOOLING",1
"2454","ELDEST","VANDALIZE",1
"2455","EXEMPLIFY","SINCERE",1
"2456","FASTEN","STERN",1
"2457","FEARSOME","BE COMING",1
"2458","FIBERGLASS","ATTACHMENTS",1
"2459","FITTING","FITTING",1
"2460","FLATTER","REFERRED",1
"2461","FOURTEENTHS","FLATTER",1
"2462","GALLON","UH HUH",1
"2463","GLOAT","AUTUMN",1
"2464","HALO","THREESCORE",1
"2465","HULL","PERIODICAL",1
"2466","HUNCHED OVER","FOOT NINE",1
"2467","IRRITABLY","VANDAL",1
"2468","LOOSEN","CLAMP",1
"2469","MOONLESS","ABUNDANCE",1
"2470","MOOR","BOAT THE",1
"2471","OUTBOARD","TRANSOM",1
"2472","PROBE","J",1
"2473","PUNCTUATE","TWO LANE",1
"2474","QUARTER INCH","KINK",1
"2475","R","ANDERSON",1
"2476","REPELLENT","FASTEN",1
"2477","RUBBED","FEND",1
"2478","SINCERE","DERIVATION",1
"2479","SLIPPING","SLIPPING",1
"2480","SPAY","MOSQUITOES",1
"2481","SPEC","CITY BOY",1
"2482","STAIN","BACKBIT",1
"2483","STERN","RUSTLE",1
"2484","STRAPPING","FOURTEENTHS",2
"2485","SWOT","FOGGY",1
"2486","TRASHCAN","COONSKIN",1
"2487","TRIANGULAR","PIKE",1
"2488","TWO LANE","ASPHALT",1
"2489","UNBELIEVABLE TOOLING","ISLE",1
"2490","UNBROKEN","BUGLE",1
"2491","VANDAL","ATONE",1
"2492","VANDALISM","ABORT ED",1
"2493","VARIATE","UNBROKEN",1
"2494","WARD","SKILLFUL",1
"2495","WELL THEY","GODSEND",1
"2496","WHEY","COHERENT",1
"2497","WILD MEN","WOODPILE",1
"2498","LO RAIN","METRO",1
"2499","CAL","DRAGGING",1
"2500","AMATEUR","FORK WE",1
"2501","CLEVELAND","HUG EVERY",1
"2502","MARCH THE","LUSH",1
"2503","MEANDER","TURNPIKE",1
"2504","YOUNGSTOWN","MARCH THE",1
"2505","FARTHER","STYX",1
"2506","DONA","XXX XXX",1
"2507","JEREMY","DWARF",1
"2508","SLOWLY FACING","US ALL",1
"2509","XXX XXX","JEREMY",1
"2510","IRIS","FLOWERS",1
"2511","GROAN","ENTAIL",1
"2512","INDICT","LEI",1
"2513","CHERRY","GERMAN TOWN",1
"2514","DANE","PUPPY",1
"2515","JAY","BAKER",1
"2516","CROSSWISE","MINI",1
"2517","FULTON","LOAF",1
"2518","GUNNED","THROTTLE",1
"2519","MINI","CROSSWISE",1
"2520","INTERSECTION","CIR",1
"2521","BACKWARD","JOSH",1
"2522","INTESTINE","SECURITY LIGHT",1
"2523","MISHIT","BEAR HUMAN",1
"2524","SECURITY LIGHT","SHIRTLESS",1
"2525","ADJOIN","DILLON",1
"2526","DILLON","TRANSPIRE",1
"2527","JUNKYARD","CLIPPING",1
"2528","LOUISVILLE","SLUGGER",2
"2529","OUTDOORS MEN","INHABITED",1
"2530","TARZAN","WHUP",1
"2531","CHRIS","MURPHY",1
"2532","CROSS HAIRS","BALM",1
"2533","GROUNDHOG","CROSS HAIRS",1
"2534","HAY FIELD","NESTLE",1
"2535","MUZZLE","PRIMAL",1
"2536","PRIMAL","FLEX",1
"2537","STEALTH LIKE","GUNK",1
"2538","MAHICAN","UPWARD",1
"2539","MAMA","RAVEN",1
"2540","RAVEN","AMMUNITION",1
"2541","ANIMAL LIKE","KENT",1
"2542","CAPPED","TENDED",1
"2543","TENDED","EPA",1
"2544","JANE","GOODALL",2
"2545","BIGFOOT BUT","STRESS WE",1
"2546","CLOSE RAT","THAT SAW",1
"2547","DETAILS THEY","LARGE COVERED",1
"2548","FACE SAND","LEGS WHEN",1
"2549","HAIRBAND","HUMAN THEY",1
"2550","HOME IT","BIGFOOT BUT",1
"2551","HUMAN THEY","REASONS THEIR",1
"2552","IT WE","DAD THEY",1
"2553","RANEE","SNAPPING",1
"2554","REASONS THEIR","FACE SAND",1
"2555","SCARED RIGHT","US THEY",1
"2556","STRESS WE","DAY AND",1
"2557","THAT SAW","DETAILS THEY",1
"2558","THE MAT","AWAY AS",1
"2559","TWIG WE","HOME IT",1
"2560","WOODS WE","SPOT AND",1
"2561","DANG","CLAM",1
"2562","LIKE WE","ONE SHE",1
"2563","MANIC","COYOTE WE",1
"2564","SOUNDS BUT","YOU TUBE",1
"2565","WHOOP IT","APELIKE IT",1
"2566","BEYOND YOU","MP",1
"2567","COYOTE PREDATOR","BEYOND YOU",1
"2568","FIREARM","ENGULF",1
"2569","INHUMAN","HORRIBLY",1
"2570","MICHAEL","OCCASIONS THE",1
"2571","FEW TOWN","AT WATER",1
"2572","CARCASS","SCAVENGE",1
"2573","DETECTED","NINETY",1
"2574","GLUED","WOODLOT",1
"2575","SIXTEEN","TRAP LINE",1
"2576","HOBBY","PIERCE",1
"2577","HEADLESS","RD THERE",1
"2578","GINSENG","GOLDEN SEAL",1
"2579","JUSTIN","MY BROTHER",1
"2580","CAUGHT","GIMP",1
"2581","OUTHOUSE","MEMORIAL",1
"2582","PEWTER","CAUGHT",1
"2583","BUILT THE","TEMP",1
"2584","TEMP","SEVENTY THE",1
"2585","HELIOPOLIS","SOUTHEASTERN",1
"2586","POMONA","CLEAR CREEK",1
"2587","ANTRUM","COLUMBUS",1
"2588","AROUND BUT","BICYCLIST",1
"2589","BICYCLIST","TEETHE",1
"2590","SEAM","OLEN TANGY",1
"2591","BALLS FURTHER","BLUE AND",1
"2592","BLUE AND","PUPIL",1
"2593","COUGH","QUIFF",1
"2594","COUGHS","SNIFF",1
"2595","LIGHTNING KABOOM","PROD",1
"2596","LUNGE","RHINOCEROS",1
"2597","OMIT","PUT RID",1
"2598","OOH","SMELL THEN",1
"2599","ORC","ORC",3
"2600","OVERHANG","MINUTES WHILE",1
"2601","PRATE","HOURS NOTHING",1
"2602","FORREST ON","OUCH",1
"2603","GUN BUT","GONE AFTER",1
"2604","HOGAN","BROWN AFTER",1
"2605","KNICKERBOCKERS","HOGAN",1
"2606","LONG THE","KNICKERBOCKERS",1
"2607","SWIFT","TUB",1
"2608","WINCH","VOID",1
"2609","DEBS","SOU",1
"2610","AWAY MY","ME THERE",1
"2611","CREATURES THERE","EXPLAINED",1
"2612","LOOSE MIND","AWAY MY",1
"2613","MOTION LIST","SOUND WHAT",1
"2614","ROAN","THEW",1
"2615","THEW","PUBLICIST",1
"2616","GAUGE","CLARION",1
"2617","LOAF","DRYER",1
"2618","WINDSOR","TABULATE",1
"2619","BLUE WHITE","BLUE WHITE",1
"2620","FRONT SIDE","BOBBY",1
"2621","IPOD","IPOD",1
"2622","LEACH","POTTY",1
"2623","ABRUPT","DIVERT",1
"2624","ATYPICAL","TORT",1
"2625","CAT FISHING","SPILLWAY",1
"2626","GROG","ERIE",1
"2627","HEADLAMP","DIRECTIONAL",1
"2628","WHITETAIL","HEADLAMP",1
"2629","BROWN BLACK","HAIR FUR",1
"2630","GOOSEBUMPS","AROUND IT",1
"2631","HAIR FUR","YELLOWISH",1
"2632","BERNARD","AT LEAST",1
"2633","BERNARD BOB","SCOT TRON",1
"2634","BOB","BERNARD",1
"2635","PUT RID","ROTTING",1
"2636","RON HIS","BOW HUNTING",1
"2637","ROTTING","BOB",1
"2638","ACCOUNT THEY","BEAR NO",1
"2639","BEAR NO","DOUBT NO",1
"2640","FIELD BUT","HUNTER BUT",1
"2641","HUNTER BUT","SHIMMER",1
"2642","LINE IT","FOOTIE",1
"2643","BEECH","MILES",1
"2644","BUCKEYE","DELI",1
"2645","CARDINAL","WASP",1
"2646","CLOP","SISTERLY",1
"2647","DEAD TWO","VAULT",1
"2648","INHABITED","MAHICAN",1
"2649","MILES","TIC",1
"2650","MUSKRAT","ROOST",1
"2651","POSSUM","HERE AND",1
"2652","ROOST","HAWK SNAKES",1
"2653","RT","CR",1
"2654","VERSIFY","RILE",1
"2655","DIPPER","GOOSEBUMPS",1
"2656","FLOWERS","GASSING",1
"2657","INTERSTELLAR","BLOOMINGDALE",1
"2658","HEDGE","HEDGE",2
"2659","CALL SAND","BABBLE",1
"2660","DREADFUL","EXTINGUISH",1
"2661","ESCALATE","SCREAMING SCREECHING",1
"2662","POWERLESS","DREADFUL",1
"2663","SCREAMING SCREECHING","BELIEVABLE",1
"2664","SUPERNATURAL","DEMONIAC",1
"2665","VERIFY","INSPIRED",1
"2666","VIGILANCE","POWERLESS",1
"2667","ASAP","DISCREET",1
"2668","HUNTSVILLE","AL",1
"2669","IMP","LIVE WE",1
"2670","REGULARITY","AWE",1
"2671","BARKING MAYBE","HURT THEN",1
"2672","BEFORE IT","AM AFTER",1
"2673","HURT THEN","STOPPED WE",1
"2674","PRESENT IT","STRANGE AFTER",1
"2675","SCREAM THEN","BARKING MAYBE",1
"2676","STOPPED WE","AGAIN OCCASIONALLY",1
"2677","STRANGE AFTER","PASTED WE",1
"2678","TREES WARNING","PRESENT IT",1
"2679","AWE","PLASTER",1
"2680","SHEW","CAL",1
"2681","AGO YOU","GLUE",1
"2682","RAGWEED","DOOR WE",1
"2683","CATNAPPING","TREE STAND",1
"2684","CLOSE WITHIN","REVERBERATE",1
"2685","HARDCORE","CATNAPPING",1
"2686","REVERBERATE","MORTIFY",1
"2687","VAT","RAILCARD",1
"2688","BL","BRUISE",1
"2689","DAZE","DOPE",1
"2690","DOCKET","BROKEN AND",1
"2691","DOGS WHEN","TAUGHT",1
"2692","DOPE","SPOKE",1
"2693","LOOSELY","DOG THE",1
"2694","NAGGING","QUICKSAND",1
"2695","SEPTAL","NAGGING",1
"2696","TRIG","SEPTAL",1
"2697","STAN HOPE","LOUISVILLE",1
"2698","BOYS LETS","KNAVE",1
"2699","BRAVADO","EVAPORATE",1
"2700","RIND","FIELD SAND",1
"2701","ASPERSION","SATINY",1
"2702","BEQUEST","CORROBORATE",1
"2703","SATINY","BEQUEST",1
"2704","AUSTIN","AMPLE",1
"2705","BULKY","CATHERINE",1
"2706","CHAINSAW","WOODS WE",1
"2707","DIGIT","SNOWMOBILE",1
"2708","GENEVA","FRIGID",1
"2709","PALLADIUM","JO KINGLY",1
"2710","ATHENS","MESSENGER",1
"2711","MESSENGER","FORTUNATE",1
"2712","SCENIC","RAILWAY",1
"2713","THINGUMABOB","FEET BUT",1
"2714","CARP","WORE",1
"2715","CAUTIOUS","WINDOW HOPING",1
"2716","METHODICAL","PURPOSEFUL",1
"2717","MISTAKABLE","RAPPING",1
"2718","OFFAL","MINUTES BEFORE",1
"2719","RAPPING","OFFAL",1
"2720","TRAIPSE","FOOLISH",1
"2721","STAND UP","UNDERSTATE",1
"2722","USELESS","CHURN",1
"2723","GRUMBLE","AAH",1
"2724","ROTTWEILER","SHEPARD MIX",1
"2725","SHEPARD MIX","ROTTWEILER",1
"2726","MECHANICS TOWN","CORRAL",1
"2727","NIT ELITE","BEHOLD",1
"2728","AUG","ESP",1
"2729","ESP","IDENTIFIED",1
"2730","BONNEVILLE","SNIDER",1
"2731","DOWNSTAIRS","LIVINGSTONE",1
"2732","ICE BOX","DOWNSTAIRS",1
"2733","LIVINGSTONE","SECTIONED",1
"2734","DESCENDANT","CAVEMEN",1
"2735","GROVER","ARRANT",7
"2736","REFERRED","GROVER",1
"2737","STATE HE","DECEIVER",1
"2738","CALCUTTA","LIVERPOOL",1
"2739","DEARY","CALCUTTA",1
"2740","CONTROLLED","GALLOP",1
"2741","DESIGNATE","HANGMAN",1
"2742","THURSDAY THANKSGIVING","MOUNTAINEER",1
"2743","FREEWAY","LEGATE",1
"2744","WOOD BURY","GAME LAND",1
"2745","AGO ALONG","MUSKRAT",1
"2746","CAMCORDER","VIDEOTAPE",1
"2747","CROTCH","GROUND THIS",1
"2748","DEER ALL","BONE SHE",1
"2749","GROUND THIS","CAMCORDER",1
"2750","SCENE LATER","DETERIORATE",1
"2751","SIGHT VERY","SPOOKY THE",1
"2752","VIDEOTAPE","SCENE LATER",1
"2753","APP","RICHARD",1
"2754","MYERS","NEWCOMERS TOWN",1
"2755","NEWCOMERS TOWN","APP",1
"2756","SETT","KELLY",1
"2757","SHOULDER SAND","FT TALL",1
"2758","TUSCALOOSA","ROGER",1
"2759","HARVEY","DEWEY",1
"2760","IN BETWEEN","FORGOTTEN",1
"2761","POPUP","MONDAY",1
"2762","ROGER","ELLIS",1
"2763","AGAIN WHEN","MET HATS",1
"2764","MACARONI","UNWELL",1
"2765","USHERETTE","THERE WE",1
"2766","WEEDS SO","AGAIN WHEN",1
"2767","ALLERGY","EXASPERATE",1
"2768","DUBBED","SKUNK APE",1
"2769","EAR SHOT","HEIFER",1
"2770","SINEW","ALLERGY",1
"2771","SADIST","BIGFOOT AND",1
"2772","GUN FIRE","LATERAL",1
"2773","CHICKASAW","SULFUR",1
"2774","PART TIME","RUG",1
"2775","INTERMITTENT","TROMP",1
"2776","MULE","SUPERNATURAL",1
"2777","TRESS","CLEAR WE",1
"2778","LATCH","VAGRANT",1
"2779","TAMPER","WEDGE",1
"2780","MONDAY","EVE",1
"2781","HOOP","CLAY SAND",1
"2782","NON","GRASSY",1
"2783","DAMAGE INJURIES","HILLTOP",1
"2784","HILLTOP","ABNORMAL",1
"2785","MURPHY","PEDESTRIAN",1
"2786","RHYTHMIC","GRATE",1
"2787","COLORATION","IMPOSSIBLY",1
"2788","CRUMB","TOMBSTONE",1
"2789","IMPOSSIBLY","OBLONG",1
"2790","OBLONG","FASCINATE",1
"2791","HORSESHOE","DEBS",1
"2792","CREDULOUS","STANCH",1
"2793","KEN WOOD","DELAWARE",1
"2794","LAFAYETTE","ARKANSAS",2
"2795","APELIKE ARMS","SIDES THEIR",1
"2796","CHATTING","TREES THE",1
"2797","MANN FORD","KOLA",1
"2798","ELMER","THOMAS",1
"2799","LESTER","PENINSULA",1
"2800","RECREATIONAL","TETRA",1
"2801","THOMAS","RECREATIONAL",1
"2802","THROAT ED","BANSHEE",1
"2803","LARRY","NEWMAN",2
"2804","LOBE","LARRY",1
"2805","NEWMAN","MAM",1
"2806","ARRIVED THEY","PROWL",1
"2807","DIAPER SAND","FILTH",1
"2808","DRUGGED","TRAM",1
"2809","DRYER","DEEP FREEZE",1
"2810","JEANS SOILED","DIAPER SAND",1
"2811","LATCH THE","LANDRY",1
"2812","LATTE","BUILDING SOMEONE",1
"2813","PATROLMAN","HUSBAND HE",1
"2814","POPCORN","ELDEST",1
"2815","RUG","LATCH THE",1
"2816","SEEN AS","JEANS SOILED",1
"2817","TRAM","LURCH",1
"2818","VAGABOND","WINDOW WHILE",1
"2819","WINDOW THEN","PERSON KNOWING",1
"2820","YR OLD","DISSIPATES WE",1
"2821","CB","TB",1
"2822","DIN","KC",1
"2823","DRESSER","HOMECOMING",1
"2824","FM","DIN",1
"2825","HOMECOMING","CATALINA",1
"2826","QUIZ","LEACH",1
"2827","TB","FM",1
"2828","ACHE","SUCKLE",1
"2829","FILLY","RIVE",1
"2830","RIVE","ACHE",1
"2831","HOMOPHOBIA","JAN",2
"2832","SCANNER","OVERHEARD",2
"2833","VERY VERY","SPARSE",2
"2834","INDENTION","INDENTION",1
"2835","BLOODHOUND","HOMOPHOBIA",1
"2836","CAVITY","STERNUM",1
"2837","DOG HORRIBLE","GREASE",1
"2838","GREASE","DOG HORRIBLE",1
"2839","LIGAMENT","CAVITY",1
"2840","UPWARD","LIGAMENT",1
"2841","LE","FLOE",1
"2842","PHEROMONE","PHEROMONE",1
"2843","PUNGENT","STEALTHILY",1
"2844","SPLASHY","DOORPLATE",1
"2845","OCCUPANT","ABRUPT",1
"2846","REFLECTOR","SE",1
"2847","WILD MAN","OCCUPANT",1
"2848","HITACHI","NATAL",1
"2849","DEVOID","GEOG",1
"2850","HOLS ON","BLACKTOP",1
"2851","WHISK","DEVOID",1
"2852","JERRY","HESTON",1
"2853","CAME IT","HIGH PITCHED",1
"2854","NAP","SEAT AND",1
"2855","ALIMENTARY","SCENIC",1
"2856","HEAVEN ER","TEAPOT",1
"2857","DOUCHE","RV",1
"2858","ORNERY","QUEASY",1
"2859","RV","HAIL",1
"2860","PRYOR","SHOSHONE",1
"2861","CAN WILL","FURBISH",1
"2862","CHIQUITA","COT",1
"2863","GEOLOGY","STRATA",1
"2864","LAYERED","LAYERED",1
"2865","SANDY","CONDUCE",1
"2866","STRATA","GEOLOGY",1
"2867","CLOCKWISE","OBSTRUCTED",1
"2868","FLORA","FAUNA",2
"2869","KNUCKLEHEAD","LOGGER",1
"2870","LAZE","YOU'RE",1
"2871","MICROSECOND","GASH",1
"2872","MONK","WT",1
"2873","PICOT","COUNTERCLOCKWISE",1
"2874","PLUGGED","KNUCKLEHEAD",1
"2875","POWERHOUSE","FORESTRY",1
"2876","SLING","MICROSECOND",1
"2877","STALE","STAMINA",1
"2878","WT","MPH",1
"2879","JACK","RUSSELL",5
"2880","PAPA","NAAN",1
"2881","RUSSELL","TERRY",1
"2882","SINGULAR","THOUGHTFUL",1
"2883","THEREAFTER","COINCIDENT",1
"2884","THOUGHTFUL","OB SERVANT",1
"2885","CAMOUFLAGE","SAP",1
"2886","ENDANGER","REALIZATION",1
"2887","FERN","TRAPPER",1
"2888","HINDSIGHT","DESIGNATE",1
"2889","HORSE BACK","PACKET",1
"2890","JOSEPH","WALLOW",1
"2891","LOGGER","PUCK",1
"2892","MARIJUANA","GROWER",2
"2893","OREGON","PREPARED",1
"2894","PARAPHERNALIA","CAMOUFLAGE",1
"2895","PUCK","HORSE BACK",1
"2896","ROAD MAP","LABELED",1
"2897","SURVEYOR","FERN",1
"2898","TANKFUL","TANKFUL",1
"2899","TRACTION","WHEEL DRIVE",1
"2900","WHEEL DRIVE","VOLKSWAGEN",1
"2901","YEAR OLD","MONTH OLD",1
"2902","MID MORNING","WEATHER CLEAR",1
"2903","MOUNTAINSIDE THERE","MID MORNING",1
"2904","PEEK","TEPEE",1
"2905","UPROOT","MACHINERY",1
"2906","TWENTY FOUR","SERGEANT",1
"2907","AROMA","GUTTED",1
"2908","BAWL","BOULDER STREWN",1
"2909","BRIGHT WOOD","SANDY",1
"2910","DISPOSITION","MIDSUMMER",1
"2911","FISH ABLE","CF",1
"2912","HEADWATERS","RAD",1
"2913","OMINOUS","MIDDAY",1
"2914","STEEL HEAD","BAWL",1
"2915","TUMULTUOUS","DISPOSITION",1
"2916","WELSH","BRIGHT WOOD",1
"2917","EX","MID SEVENTIES",1
"2918","PRY","LEFTOVER",1
"2919","TODDLE","PRESCHOOL",1
"2920","DETROIT","MANTISSA",1
"2921","VISIBLY","PA NICKED",1
"2922","TAYLOR","LYON",1
"2923","LYALLPUR","WHOOP HOWL",1
"2924","BELUGA","PORPOISE",1
"2925","DIFFERENCES","BELUGA",1
"2926","DISCERN","DIFFERENCES",1
"2927","LATHAM","IDENTIFIABLE",1
"2928","PLYWOOD","HALF SUNK",1
"2929","SCUFFLE","THUDDING",1
"2930","TEATIME","FR ANTIC",1
"2931","TUSSLE","TUSSLE",1
"2932","BUNK","LOCKET",1
"2933","CITATION","FBI",1
"2934","CONFLUENCE","TRIBUTARY",1
"2935","LASH","WRECK",2
"2936","LOCKET","OUTBACK",1
"2937","OUTBACK","SMOCK",1
"2938","PORTLAND","BANKS",1
"2939","WRECK","TREES POLES",1
"2940","WRINKLY","LIKABLE",1
"2941","CORNELIUS","SKYLINE",1
"2942","MULTAN","CORNELIUS",1
"2943","TLC","CHANEL",1
"2944","CONDUCTOR","PURR",1
"2945","WEST BOUND","BONNEVILLE",1
"2946","RECTAL","TURNAROUND",1
"2947","TURNAROUND","VISE",1
"2948","AREA NEGATIVE","RESULTS PHOTOS",1
"2949","CONFIDENTIAL","DALLAS",1
"2950","CONTAMINATE","UNDUE",1
"2951","DALLAS","SATURATE",1
"2952","PAUL DEN","AZ",1
"2953","RESULTS PHOTOS","CONTAMINATE",1
"2954","RICK","SWERVE",1
"2955","SWERVE","FART",1
"2956","UNDUE","CONFIDENTIAL",1
"2957","TIME WHEN","PORTLAND",1
"2958","AMERICA","LVII",1
"2959","GREEN WELL","CRYPTOZOIC",1
"2960","OFF CAMERA","VOICE OVER",1
"2961","ALASKA THIS","SLIMMER",1
"2962","SOCKET","REDDISH BLONDE",1
"2963","NOTICEABLE","HOWL MOAN",1
"2964","PETROLOGY","BIASED",1
"2965","MIGRANT","MIDDLETON",1
"2966","CLAIMER","OBLITERATE",1
"2967","FUZZY","EXPLICABLE",1
"2968","INTRIGUE","MIDWEEK",1
"2969","MIDWEEK","WEDNESDAY",1
"2970","OBLITERATE","DISTRACTION",1
"2971","WORN","MONO FILAMENT",1
"2972","BLONDISH BROWN","YELLOWISH RED",1
"2973","CO DRIVER","CABBAGE",1
"2974","MUTANT","STRAITEN",1
"2975","BELIE","FAKE",1
"2976","BLUR","GRAVEL",1
"2977","FREEMAN","QUES",1
"2978","LEG IT","SUMMERTIME",1
"2979","LOT OF","PHOTO SECT",1
"2980","QUES","LOT OF",1
"2981","SQUAW","BLUR",1
"2982","ANDREW","PA",1
"2983","BEY","INWARD",1
"2984","HUMONGOUS","STEREO",1
"2985","RESPECTFUL","BEY",1
"2986","POM","MOLDER",1
"2987","CROSS LOPE","CLEARING APPROX",1
"2988","JUBILEE","SHIKOKU",1
"2989","SHIKOKU","DUSTY",1
"2990","SKYLINE ABOUT","JUBILEE",1
"2991","UP SLOPE","HURRIED",1
"2992","BOARDER WE","MILL CREEK",1
"2993","PT","HEARD SEEN",1
"2994","FUR LIKE","COVERED STREAKED",1
"2995","RESOLD","FAMILY FRIENDS",1
"2996","APOLOGY","COURTESY",1
"2997","CEMENT","CEMENT",1
"2998","FREEBIE","FREEBIE",1
"2999","INDENTATION","INDENTATION",1
"3000","GRASSY","FLATFOOT",1
"3001","STREAM BANK","WILDFLOWER",1
"3002","VANCE","ORCHARD",1
"3003","GUTTER","INTIMIDATE",1
"3004","ALERT","DISHABILLE",1
"3005","BELL BOTTOM","HUNKER",1
"3006","COMPARTMENT","CHICAGO",1
"3007","FIGURATION","PRECLUDE",1
"3008","HUNKER","JUNKER",1
"3009","PRECLUDE","COMPARTMENT",1
"3010","SNOW COVERED","COLUMBIA",1
"3011","FOLIAGE","IMPASSE",1
"3012","IN WHICH","STROLL",1
"3013","SCOOP","LAYOUT",1
"3014","SWAT","SCOOP",1
"3015","HEW","HEW",4
"3016","KANNADA","WHITEWASH",1
"3017","JUNCTION","CHEROKEE",1
"3018","TRIPPING","PORE",1
"3019","UNDERWATER","STRIPPED",1
"3020","DEEP SOUNDING","THUD",1
"3021","ORE","TAME",1
"3022","GENERATOR","GENERATOR",2
"3023","HAUL BACK","SPOOL",1
"3024","REPULSIVE","LARD",1
"3025","SIDE HE","HAUL BACK",1
"3026","FRIEND WE","FETE",1
"3027","COUNTLESS","SITUATE",1
"3028","GRILL","PICKWICK",1
"3029","JACK PINES","CONK",1
"3030","PA NICKED","PERUSE",1
"3031","WIG","JACK PINES",1
"3032","BABY FOOT","PSALMIST",1
"3033","BACK SWING","EXTRACT",1
"3034","MAGNUM","SF",1
"3035","OREGONIAN","HACK",1
"3036","WINCHESTER","MAGNUM",3
"3037","PAPOOSE","PRESEASON",1
"3038","SALMON BERRY","QUEUE",1
"3039","ASEPTIC","TAN KIT",1
"3040","OMITTED","MYRTLE",1
"3041","PIERCE","HIGH SCHOOL",1
"3042","HAND OVERHAND","ROAD CUT",1
"3043","ALDER","ALDER",1
"3044","DISHABILLE","ONEAL",2
"3045","KODIAK","CARIBOU",1
"3046","REMINGTON","WINCHESTER",1
"3047","AWHILE WHEN","VALLEY WE",1
"3048","DUSTIN","REVEREND",1
"3049","FEET AND","STUMP WE",1
"3050","OUT BECAUSE","BALLISTIC",1
"3051","STUMP WE","OUT BECAUSE",1
"3052","TALL VERY","SHOULDER SAND",1
"3053","VALLEY WE","TALL VERY",1
"3054","WORKAROUND","FEET AND",1
"3055","BROOK","RIGGING",1
"3056","LARD","CRUMMY",1
"3057","DARN","SHRUBBERY",1
"3058","HUCKLEBERRY","STEEL HEAD",1
"3059","SHRUBBERY","SUREFOOTED",1
"3060","TROUT","BOTCH",1
"3061","EXCESS","DRYS",1
"3062","INCLINE","BALDFACED",1
"3063","TANZANIAN","SHRUB",1
"3064","BLAZE","PARTWAY",1
"3065","EYE CONTACT","DOE",1
"3066","MEN BOTH","HUNCHED OVER",1
"3067","PURSUED ONLY","EYE CONTACT",1
"3068","BALE","INTENSIFY",1
"3069","BANKS","AUTUMNAL",1
"3070","CHUTE","SWAT",1
"3071","VOLCANIC","PUMICE",2
"3072","KRINGLE","ALPINE",1
"3073","PLAIN VIEW","CONGLOMERATE",1
"3074","BMW","LAVA",1
"3075","PEOPLE HAVE","BUTTE THEN",1
"3076","DEWBERRY","CARTER",1
"3077","SHAY","WHIT",1
"3078","AGAIN THEN","HOEING",1
"3079","HOEING","STARTED THESE",1
"3080","MEEK","HERE WHAT",1
"3081","FLAPPED","VIGOROUS",1
"3082","JACKET JEANS","LUMBERJACK",1
"3083","LUMBERJACK","FUZZY",1
"3084","TASSEL","OFT REPORTED",1
"3085","JEFFERSON","SCUTTLE",1
"3086","CLAW MARKS","VIABILITY",1
"3087","STEAMBOAT","CREAMY",1
"3088","ANTELOPE ELK","SIGHTSEEING",1
"3089","SKEPTICISM","TUNA",1
"3090","BEARD MUSTACHE","RUBBING",1
"3091","LICHEN","TOUCHE",1
"3092","SUTHERLAND","OAKLAND",1
"3093","BOBBY","JIMMY",1
"3094","JIMMY","EX WIFE",1
"3095","OLIVETTI","CHARLES",1
"3096","SHEPARD","ROGUE",1
"3097","CALLAHAN","AFTERNOON EVENING",1
"3098","LOOKING GLASS","CALLAHAN",1
"3099","UNUTTERABLE","RASP",1
"3100","DOUGLAS","AREA PERHAPS",1
"3101","SCARP","PARKA",1
"3102","NASH","LATER JUST",1
"3103","WAS SON","NASH",1
"3104","EASTERNMOST","DETACH",1
"3105","HALF MILE","SEMI HUMAN",1
"3106","PROP","WINDOWSILL",1
"3107","SECOND STORY","DEE",1
"3108","SPLINTER","TROUBLESOME",1
"3109","BOBBING","AMPLITUDE",1
"3110","RUDOLF","SPOOR",1
"3111","SPOOR","PANCAKE",1
"3112","BBQ","BBQ",1
"3113","BERMUDA","TRIANGLE",1
"3114","ASH LAND","PAP",1
"3115","ATTENDANT","ASH LAND",1
"3116","BEAR AND","FANNY",1
"3117","CHRONICALLY","JR",1
"3118","EMILY","BROOK",2
"3119","EVACUATE","PUP",1
"3120","FANNY","TOUGHS",1
"3121","FRANCISCO","CHRONICALLY",1
"3122","FREAK SIDE","STOUT",1
"3123","HUB","LATHAM",1
"3124","LURCH","DEAD BURNED",1
"3125","MATCHSTICK","SIDESHOW",1
"3126","MATURE","FLUE",1
"3127","PAP","REDFORD",1
"3128","PITT","CHERRY",1
