"","V1","V2"
"5380","SPOOKY THE",1
"5381","VIDEOTAPE",9
"5382","MYERS",9
"5383","BURGLARIZE",1
"5384","LAGOON",8
"5385","ROWBOAT",3
"5386","HIGH BANKS",1
"5387","TRANSCRIPT",2
"5388","PRICKLE",3
"5389","SUBFREEZING",1
"5390","TRUCKLE",8
"5391","HEADBOARD",2
"5392","FREDERICK",3
"5393","LA BORING",1
"5394","PAPERWORK",4
"5395","TILLMAN",2
"5396","FT TALL",6
"5397","ROGER",12
"5398","SHOULDER SAND",2
"5399","TUSCALOOSA",4
"5400","APISH",3
"5401","BERM",18
"5402","ELLIS",2
"5403","HARVEY",2
"5404","JURASSIC",4
"5405","MUMBLE",18
"5406","PLUME",8
"5407","PUP",7
"5408","SPLINTER",3
"5409","CHIHUAHUA",6
"5410","KIOWA",1
"5411","PLOPPED",3
"5412","REPLIED NO",1
"5413","AGAIN WHEN",2
"5414","COUSIN THEN",1
"5415","IT BUT",5
"5416","MACARONI",1
"5417","MET HATS",1
"5418","MOVE IT",2
"5419","NUMB IT",1
"5420","OBI",5
"5421","OTHER THEN",1
"5422","THERE WE",3
"5423","UNWELL",2
"5424","USHERETTE",1
"5425","WEEDS SO",1
"5426","BARNAUL",2
"5427","MIDDEN",6
"5428","WOOLWORTH",2
"5429","ALLERGY",2
"5430","EXASPERATE",1
"5431","FAST FOOD",1
"5432","HEIFER",1
"5433","SKUNK APE",6
"5434","BIGFOOT AND",2
"5435","PERHAPS THE",1
"5436","SADIST",1
"5437","WEEK ON",1
"5438","YEA RAND",2
"5439","GUN FIRE",2
"5440","LATERAL",2
"5441","RESULT WE",1
"5442","CHICKASAW",1
"5443","GLORIFY",1
"5444","GOODBYE",3
"5445","PANE",10
"5446","SOUTHWESTWARD",1
"5447","EULA",2
"5448","HENRIETTA",1
"5449","ISABEL",1
"5450","PART TIME",2
"5451","ABDOMEN",5
"5452","MULE",3
"5453","TROMP",1
"5454","CLEAR WE",1
"5455","INHALATIONS EXHALATIONS",1
"5456","LATCH",4
"5457","NIGHT EARLY",2
"5458","VAGRANT",3
"5459","HOWLS GROWLS",1
"5460","KEYSTONE",2
"5461","PENINSULA",32
"5462","ANDRE",3
"5463","SQUAW KING",3
"5464","ADAM",26
"5465","CLAY SAND",2
"5466","DECK PORCH",1
"5467","HOOP",15
"5468","DAMAGE INJURIES",1
"5469","HILLTOP",9
"5470","PEDESTRIAN",2
"5471","TULSA",1
"5472","RHYTHMIC",17
"5473","TERMINATE",7
"5474","PHEASANT",3
"5475","SONIC",1
"5476","STUBBED",2
"5477","GLIMMER",3
"5478","IMPOSSIBLY",5
"5479","OBLONG",3
"5480","REIN",3
"5481","HEAR DAFTER",1
"5482","LONGISH",8
"5483","BETEL",2
"5484","HEADGEAR",1
"5485","HORSESHOE",8
"5486","ROBBER",2
"5487","CLOSEUP",4
"5488","DUSTIN",3
"5489","CREDULOUS",3
"5490","KEN WOOD",1
"5491","LAFAYETTE",13
"5492","THEREAFTER",21
"5493","APELIKE ARMS",1
"5494","KOLA",2
"5495","MANN FORD",1
"5496","SIDES THEIR",1
"5497","TREES ALL",1
"5498","TREES THE",1
"5499","DANGLE",16
"5500","NASHUA",1
"5501","WICHITA",6
"5502","ELMER",3
"5503","LESTER",1
"5504","RECREATIONAL",7
"5505","TETRA",1
"5506","THOMAS",2
"5507","AX",20
"5508","BANSHEE",2
"5509","CREEK OR",1
"5510","CHEROKEE",20
"5511","LARRY",17
"5512","LOBE",1
"5513","NEWMAN",2
"5514","HIPPIE",6
"5515","MISHITTING",2
"5516","ARRIVED THEY",1
"5517","BABYSIT",3
"5518","BUILDING NOW",1
"5519","BUILDING SOMEONE",1
"5520","COINCIDENT",2
"5521","DEEP FREEZE",1
"5522","DIAPER SAND",1
"5523","DISSIPATES WE",1
"5524","DRUGGED",3
"5525","FILTH",3
"5526","HUSBAND HE",1
"5527","JEANS SOILED",1
"5528","LATCH THE",1
"5529","LEFT HE",1
"5530","LOVE SEAT",1
"5531","MIN WHEN",1
"5532","NOTHING WE",1
"5533","PATROLMAN",2
"5534","PERSON KNOWING",1
"5535","POPCORN",3
"5536","PREP",2
"5537","SEEN AS",1
"5538","SHOTGUN HIS",1
"5539","SOFA THE",1
"5540","TRAM",1
"5541","US MY",1
"5542","VAGABOND",1
"5543","WINDOW THEN",1
"5544","WINDOW WHILE",1
"5545","WOODSHED",1
"5546","CAR TRUCKS",1
"5547","CATALINA",2
"5548","CONVENE",1
"5549","DIN",6
"5550","DRESSER",5
"5551","FM",14
"5552","HOMECOMING",3
"5553","JOKING",1
"5554","KC",4
"5555","QUIZ",1
"5556","STORY REPORT",1
"5557","TB",3
"5558","ACHE",5
"5559","DISTURBING TREES",1
"5560","FILLY",2
"5561","JITTERS",3
"5562","MANOR",1
"5563","RIVE",5
"5564","GLOCKENSPIEL",1
"5565","HOMOPHOBIA",9
"5566","LOGGER",32
"5567","OVERHEARD",5
"5568","SCANNER",5
"5569","SEEDLING",2
"5570","SKA",5
"5571","VERY VERY",4
"5572","FORESTATION",3
"5573","IMPEDE",2
"5574","INDENTION",9
"5575","LIMBS OF",1
"5576","MAZE",5
"5577","MOSSY",11
"5578","SUNG",6
"5579","TRAVAIL",1
"5580","CAVITY",8
"5581","DISCONNECTED",1
"5582","DOG HORRIBLE",1
"5583","GREASE",8
"5584","LIGAMENT",2
"5585","LIGAMENT THE",1
"5586","PAW",10
"5587","STERNUM",1
"5588","BANNEKER",1
"5589","CADENCE",7
"5590","CHOSE",9
"5591","CURATOR",7
"5592","DOORPLATE",2
"5593","FLOE",1
"5594","LE",3
"5595","PERK",10
"5596","PHEROMONE",4
"5597","SCENTED",2
"5598","STEALTHILY",3
"5599","INHABITANT",5
"5600","PAROLE",2
"5601","PLASTER OF",1
"5602","POTSHOT",3
"5603","SPOOL",9
"5604","WILD MAN",2
"5605","HITACHI",6
"5606","BILLY",5
"5607","CAMP EXPLORE",1
"5608","DEVOID",7
"5609","HOLS ON",1
"5610","WHISK",2
"5611","BOWIE",4
"5612","HESTON",1
"5613","JERRY",12
"5614","OKLAHOMA LAST",1
"5615","HEAVEN ER",2
"5616","MEAS",6
"5617","CAME IT",1
"5618","ON RT",1
"5619","TRAIL WE",1
"5620","FUZZY",12
"5621","AK",2
"5622","BEECH TON",1
"5623","GRAPEFRUIT",7
"5624","IS WAS",2
"5625","SILVERSMITH",2
"5626","WOLVERINE",6
"5627","FOLLOWER BELIEVER",1
"5628","IMMACULATE",2
"5629","NAP",8
"5630","SEAT AND",1
"5631","ALIMENTARY",1
"5632","BYWAY",1
"5633","HAIRPIN",3
"5634","TEAPOT",1
"5635","DINOSAUR",10
"5636","DOUCHE",4
"5637","FORECAST",3
"5638","MAMMA",4
"5639","ORNERY",2
"5640","QUEASY",3
"5641","RV",25
"5642","SCREAM MOAN",2
"5643","SKELETAL",5
"5644","BLEAT",2
"5645","CONVERTIBLE",11
"5646","KITTEN",9
"5647","UMBILICAL",1
"5648","UNHURT",2
"5649","PRYOR",4
"5650","SHOSHONE",2
"5651","FBI",2
"5652","ALLUVIAL",1
"5653","CAN WILL",1
"5654","CHIQUITA",1
"5655","CONDUCE",7
"5656","FURBISH",2
"5657","GEOLOGY",4
"5658","LAYERED",4
"5659","ROTATE",15
"5660","STRATA",4
"5661","TREKKING",5
"5662","UNDERLINE",1
"5663","ARMADILLO",13
"5664","BTW",1
"5665","CLAVICLE",1
"5666","DIVERGE",1
"5667","FLORA",6
"5668","FRIGGING",2
"5669","GASH",7
"5670","HANCOCK",2
"5671","KNUCKLEHEAD",1
"5672","MARKS TRACKS",1
"5673","MICROSECOND",1
"5674","MONK",3
"5675","MPH",6
"5676","PEEKABOO",3
"5677","PICOT",2
"5678","POWERHOUSE",2
"5679","PULP",1
"5680","RENDEZVOUS",4
"5681","SIDESADDLE",2
"5682","SLEDGE",3
"5683","SLING",9
"5684","STAMINA",1
"5685","UNDERWEAR",4
"5686","WT",2
"5687","YARDS THERE",1
"5688","YOU'RE",3
"5689","THUNDERBIRD",1
"5690","MAGNUM",20
"5691","CHEST DOG",1
"5692","DIVA",8
"5693","HAIR BLONDE",1
"5694","NAAN",4
"5695","PAPA",2
"5696","RUSSELL",7
"5697","TERRY",13
"5698","THING RIDE",1
"5699","AWAY WHEN",2
"5700","LEGS GRAYISH",1
"5701","HUNTING TRACKING",1
"5702","ASSAILANT",2
"5703","GLEAM",2
"5704","SINGULAR",2
"5705","TENNER",2
"5706","THOUGHTFUL",4
"5707","TIPPED",7
"5708","BALDWIN",3
"5709","COOKED ATE",1
"5710","EYESIGHT",11
"5711","THIRTEEN",10
"5712","ALLOCATIONS",1
"5713","ANATOMY",3
"5714","CLIMATIC",1
"5715","CONSISTENCY",4
"5716","DATE EARLY",1
"5717","DIPPED",1
"5718","ENDANGER",3
"5719","EXTRACT",4
"5720","GROWER",5
"5721","HATCH",6
"5722","HEADHUNT",2
"5723","IMPASSE",7
"5724","JIMMY",14
"5725","LABELED",1
"5726","MECHANIZE",1
"5727","MONTH OLD",2
"5728","NON BELIEF",1
"5729","PREPARED",2
"5730","QUIVER",2
"5731","ROAD MAP",1
"5732","RUTTED",5
"5733","SELFISH",1
"5734","SQUARE BACK",1
"5735","SURVEYOR",10
"5736","TANKFUL",5
"5737","TRAPPER",11
"5738","UNINTERRUPTED",4
"5739","VESICULAR",2
"5740","WALLOW",23
"5741","WHEEL DRIVE",1
"5742","INCIDENT ALTHOUGH",1
"5743","MAN THOUGHT",1
"5744","MAN UPRIGHT",1
"5745","MOUNTAINSIDE THERE",1
"5746","THAT SO",1
"5747","WEATHER CLEAR",1
"5748","BY SOMETHING",1
"5749","CAM POUT",10
"5750","HISS",11
"5751","TEPEE",9
"5752","DIAMETER AND",1
"5753","MACHINERY",5
"5754","RECLUSE",3
"5755","TENT WE",1
"5756","UPROOT",13
"5757","BERET",4
"5758","SERGEANT",15
"5759","SEVENTY FIVE",3
"5760","TWENTY FOUR",1
"5761","AROMA",3
"5762","BOULDER STREWN",1
"5763","BOULDER STUDDED",1
"5764","BRIGHT WOOD",1
"5765","CF",21
"5766","DISPOSITION",1
"5767","FISH ABLE",1
"5768","GLACIER",2
"5769","GUTTED",2
"5770","HEADWATERS",4
"5771","OMINOUS",3
"5772","RAD",1
"5773","STEEL HEAD",11
"5774","STINT",2
"5775","TROUT DALE",3
"5776","TUMULTUOUS",1
"5777","WELSH",3
"5778","CHARLIE DID",1
"5779","GORGE SEEING",1
"5780","VANCOUVER",7
"5781","DETROIT",10
"5782","FULL LENGTH",1
"5783","NORMALIZE",1
"5784","ORDERLY",2
"5785","GORGON",1
"5786","HOARD",5
"5787","INFREQUENT",3
"5788","MID SEVENTIES",1
"5789","PRESCHOOL",1
"5790","TURNAROUND",5
"5791","ZOOLOGY",8
"5792","CONSOLIDATED",1
"5793","JAWBONE",1
"5794","FRUMPY",2
"5795","PUDDING",1
"5796","DANA",4
"5797","HOOVER",7
"5798","MANTISSA",3
"5799","LATHAM",29
"5800","LYON",5
"5801","TAYLOR",5
"5802","BUSHMASTER",3
"5803","DIGEST",8
"5804","IMMOBILE",1
"5805","ACCLIMATE",3
"5806","LYALLPUR",19
"5807","MCKENZIE",4
"5808","PULLOUT",7
"5809","WHOOP HOWL",5
"5810","BELUGA",1
"5811","DIFFERENCES",4
"5812","FR ANTIC",7
"5813","HALF SUNK",1
"5814","HEAD THROAT",1
"5815","LAKE POND",1
"5816","NASAL",5
"5817","PLYWOOD",7
"5818","PORPOISE",2
"5819","SINKIANG",1
"5820","TEATIME",2
"5821","TUSSLE",6
"5822","WATERFOWL",5
"5823","CONFLUENCE",2
"5824","LENTO",12
"5825","LIKABLE",1
"5826","LOCKET",5
"5827","OUTBACK",5
"5828","SUBSONIC",2
"5829","TREES POLES",1
"5830","TRIBUTARY",4
"5831","WEST SIDE",2
"5832","WIELD",2
"5833","WRINKLY",1
"5834","CHANEL",4
"5835","CORNELIUS",1
"5836","MULTAN",2
"5837","TLC",2
"5838","CASCADE",21
"5839","CONDUCTOR",3
"5840","DODSON",1
"5841","MILEPOST",2
"5842","PURR",5
"5843","THERMIONIC",1
"5844","COURBET",2
"5845","HF",2
"5846","HUCKLEBERRY",14
"5847","PRANKSTER",10
"5848","BLANDISH",2
"5849","GRASS UNDERGROWTH",1
"5850","LAWS WHO",1
"5851","RECTAL",1
"5852","VISE",15
"5853","POLK",6
"5854","AREA NEGATIVE",1
"5855","BOISE",4
"5856","CONFIDENTIAL",5
"5857","DALLAS",12
"5858","DETERMINED",7
"5859","FOUR THINKING",1
"5860","LONG LAT",1
"5861","LYLE",3
"5862","PAUL DEN",1
"5863","RESULTS PHOTOS",1
"5864","SSW",1
"5865","SULAWESI",2
"5866","TANNHAUSER",2
"5867","UNDUE",1
"5868","DEER LIKE",1
"5869","DO NUTS",3
"5870","RIGID",3
"5871","TIME WHEN",1
"5872","BOW HUNT",4
"5873","CABBAGE",15
"5874","MOLD",7
"5875","TIGHTROPE",3
"5876","AMONTILLADO",3
"5877","BEACH LINE",1
"5878","BETRAY",2
"5879","CRYPTOZOIC",9
"5880","GREEN WELL",1
"5881","LVII",1
"5882","OFF CAMERA",1
"5883","SEATTLE",23
"5884","VOICE OVER",1
"5885","ALASKA THIS",1
"5886","NONBELIEVER",11
"5887","SLIMMER",2
"5888","GO THEY",1
"5889","SIDE THIS",1
"5890","KURT",1
"5891","REDDISH BLONDE",1
"5892","SOCKET",5
"5893","SALMON BERRY",4
"5894","TEAK",2
"5895","BIASED",1
"5896","PETROLOGY",1
"5897","DARK BROWN",3
"5898","NONCHALANT",4
"5899","THERE THEN",1
"5900","HUMAN GRIZZLY",1
"5901","MIDDLETON",10
"5902","MIGRANT",3
"5903","BROWN SEA",1
"5904","CAMP MATES",1
"5905","DISTRACTION",1
"5906","EXPLICABLE",4
"5907","EYELASH",1
"5908","HAVE PERHAPS",1
"5909","INCORRECT",2
"5910","MIDWEEK",3
"5911","MONO FILAMENT",1
"5912","MUMMY",2
"5913","OBLITERATE",2
"5914","OBTRUSIVE",1
"5915","REASONABLY",6
"5916","STREAM SIDE",1
"5917","THREE QUARTER",2
"5918","BLONDISH BROWN",1
"5919","CO DRIVER",2
"5920","COMPOSITE",1
"5921","LONG NOSED",1
"5922","MUTANT",3
"5923","RADIATOR",1
"5924","YELLOWISH RED",1
"5925","PG",2
"5926","BLUR",3
"5927","EAST GATE",1
"5928","FREEMAN",3
"5929","LEG IT",2
"5930","LOT OF",1
"5931","PHOTO SECT",1
"5932","QUES",19
"5933","SQUAW",7
"5934","TX",20
"5935","ANDREW",4
"5936","BEY",9
"5937","CAYUSE",1
"5938","HUMONGOUS",1
"5939","INWARD",1
"5940","BRUSH TREES",1
"5941","HUNTING FISHING",1
"5942","LIB",10
"5943","MOLDER",1
"5944","POM",2
"5945","RAGGED",2
"5946","SCOFF",5
"5947","CLEARING APPROX",1
"5948","CROSS LOPE",1
"5949","DATE TIME",1
"5950","JUBILEE",1
"5951","SKYLINE ABOUT",1
"5952","TOLLGATE",1
"5953","UP SLOPE",3
"5954","BOARDER WE",1
"5955","HILL THE",1
"5956","LEGIT",2
"5957","MILL CREEK",2
"5958","TOYOTA",6
"5959","UP WE",5
"5960","DELMAR",3
"5961","HEARD SEEN",1
"5962","COVERED STREAKED",1
"5963","EMBANKMENT",2
"5964","FAMILY FRIENDS",1
"5965","FARMS RANCHES",1
"5966","FUR LIKE",1
"5967","HOSPITABLE",2
"5968","KENDRICK",3
"5969","KICK LAUGH",1
"5970","MILE MARKER",2
"5971","PATHWAY",15
"5972","RESOLD",3
"5973","SITTING LEANING",1
"5974","SNOW COVERED",7
"5975","STALLED PARKED",1
"5976","STANDING SITTING",1
"5977","WATCHING WAITING",1
"5978","APOLOGY",2
"5979","COURTESY",1
"5980","FREEBIE",3
"5981","INDENTATION",17
"5982","BED LIKE",1
"5983","MIND THAT",1
"5984","FIN",6
"5985","FLATFOOT",4
"5986","SOUTHEASTWARD",1
"5987","STREAM BANK",1
"5988","TREE COVERED",2
"5989","WILDFLOWER",6
"5990","AMP",19
"5991","ANTIFREEZE",1
"5992","AUTHENTICALLY",1
"5993","CANNONADE",2
"5994","OVERHEAT",1
"5995","PARANOID",7
"5996","POODLE",6
"5997","VANCE",1
"5998","DIANE",2
"5999","GENERATIONS",3
"6000","GUTTER",4
"6001","NAPE",4
"6002","BELL BOTTOM",1
"6003","CHICAGO",8
"6004","COMPARTMENT",4
"6005","DISHABILLE",4
"6006","FIGURATION",2
"6007","GEOMETRY",1
"6008","HUNKER",14
"6009","JUNKER",1
"6010","LADLE",4
"6011","OBLIQUE",3
"6012","PRECLUDE",5
"6013","SCHEDULED",2
"6014","BEGGING",8
"6015","POTENTIATE",1
"6016","TANZANIAN",17
"6017","DRIZZLY",1
"6018","HAG",1
"6019","PROPORTIONED THE",1
"6020","ROAD FACING",1
"6021","YEAR SNOT",1
"6022","NOOKY",1
"6023","BLACK BLACK",1
"6024","HYDRA",1
"6025","IN WHICH",1
"6026","TOOK ANS",1
"6027","YARD WE",2
"6028","HAIR COVERED",4
"6029","KANNADA",1
"6030","WHITEWASH",1
"6031","FRATERNITY",2
"6032","SUM AC",3
"6033","AD AIR",1
"6034","FRIZZY",1
"6035","HARLEQUIN",2
"6036","KINDLE",5
"6037","NORMAN",3
"6038","BLAZE",12
"6039","BROKEN DOWN",1
"6040","OUT THAT",1
"6041","ANIMALS TRACK",1
"6042","UNDERWATER",4
"6043","DEEP SOUNDING",1
"6044","SUBDIVISION",41
"6045","THUD",19
"6046","ORE",1
"6047","EUGENE",6
"6048","GENERATOR",15
"6049","HAUL BACK",2
"6050","INTERNET THIS",1
"6051","LARD",6
"6052","LINGO",2
"6053","REPULSIVE",1
"6054","SIDE HE",2
"6055","STACCATO",2
"6056","TEMPT",3
"6057","LISTEN STILL",1
"6058","RIDGE WITH",1
"6059","UNDERSIDE",4
"6060","AUTUMNAL",2
"6061","CONK",3
"6062","DOWER",6
"6063","GROUNDBREAKING",2
"6064","JACK PINES",1
"6065","OUTRUN",2
"6066","PERUSE",5
"6067","PICKWICK",1
"6068","SPELLBIND",4
"6069","TEDDY",2
"6070","BABY FOOT",1
"6071","PSALMIST",3
"6072","SIEGE",1
"6073","WAKEFUL",1
"6074","BACK SWING",1
"6075","HOPEFUL",6
"6076","NOTEWORTHY",2
"6077","OREGONIAN",5
"6078","SF",17
"6079","TENTATIVE",2
"6080","WINCHESTER",13
"6081","CLEF",4
"6082","PERPETUAL",3
"6083","SIDE WISE",1
"6084","SUBSIDE",8
"6085","AGONIZE",2
"6086","BEARDMORE",1
"6087","PAPOOSE",1
"6088","PRESEASON",2
"6089","QUEUE",2
"6090","BARKING THEY",1
"6091","FLOOR HOW",1
"6092","HIGH SCHOOL",3
"6093","MYRTLE",3
"6094","PRUITT",2
"6095","TAN KIT",1
"6096","TOWN THEY",2
"6097","ARGO",3
"6098","HAND OVERHAND",1
"6099","ROAD CUT",2
"6100","CARIBOU",5
"6101","DEER FIELD",2
"6102","KODIAK",1
"6103","ONEAL",2
"6104","SIMMONS",1
"6105","TROD",2
"6106","WISHBONE",1
"6107","AWHILE WHEN",1
"6108","FEET AND",1
"6109","OUT BECAUSE",1
"6110","REVEREND",1
"6111","STUMP WE",1
"6112","TALL VERY",2
"6113","VALLEY WE",1
"6114","WORKAROUND",1
"6115","SOUTHERLY",4
"6116","SALSA",1
"6117","SATSUMA",1
"6118","BROOK",5
"6119","CRUMMY",1
"6120","CUTIE",5
"6121","ENE",3
"6122","RIGGING",5
"6123","AGNES",3
"6124","BEAK",3
"6125","ROUGE",5
"6126","SHRUBBERY",4
"6127","SUREFOOTED",2
"6128","BALDFACED",1
"6129","DIMINISHING THIS",1
"6130","MOTIONING",4
"6131","BLANCH",3
"6132","CREEK LOGJAM",1
"6133","INTRUSION",6
"6134","DOG WHO",1
"6135","EYE CONTACT",1
"6136","MEN BOTH",1
"6137","PARTWAY",3
"6138","PURSUED ONLY",1
"6139","CURRY",2
"6140","LOUSE",4
"6141","VIEWPOINT",3
"6142","BOG",3
"6143","CROSS COUNTRY",10
"6144","ALPINE",30
"6145","CHUTE",3
"6146","CRESCENT",12
"6147","OBSTRUCTION",7
"6148","PUMICE",2
"6149","VOLCANIC",3
"6150","FRECKLE",1
"6151","LIGHTER",1
"6152","ALEX",3
"6153","QUAD",6
"6154","KRINGLE",1
"6155","CONGLOMERATE",1
"6156","PLAIN VIEW",1
"6157","BMW",1
"6158","BUMMER AND",1
"6159","BUTTE THEN",1
"6160","PEOPLE HAVE",1
"6161","CHATLINE",1
"6162","DEWBERRY",2
"6163","DOW",6
"6164","PAULINE",1
"6165","WHIT",6
"6166","AGAIN THEN",2
"6167","CAMP THEY",2
"6168","HERE WHAT",1
"6169","HOEING",1
"6170","LIFE BORN",1
"6171","MEEK",2
"6172","REDMOND",4
"6173","STARTED THESE",1
"6174","USUAL ITS",1
"6175","WAY UNDERBRUSH",1
"6176","BODY LEAN",1
"6177","DETERMINEDLY",1
"6178","FLAPPED",3
"6179","JACKET JEANS",1
"6180","LUMBERJACK",1
"6181","OFT REPORTED",1
"6182","TASSEL",1
"6183","COARSE",1
"6184","SCUTTLE",2
"6185","BACHELOR",6
"6186","LARGE BUT",1
"6187","MOLE",2
"6188","BLACKMAIL",1
"6189","CLAW MARKS",1
"6190","CREAMY",1
"6191","SAID SOME",1
"6192","SNOW IT",1
"6193","STEAMBOAT",3
"6194","ANTELOPE",2
"6195","ANTELOPE ELK",1
"6196","OVER THIS",1
"6197","SAPLING MAYBE",1
"6198","SHOCK WHEN",1
"6199","SIGHTSEEING",3
"6200","BEARD MUSTACHE",1
"6201","LICHEN",1
"6202","SIGHTING IT",1
"6203","OAKLAND",1
"6204","SUTHERLAND",1
"6205","WATCH OUT",1
"6206","OLIVETTI",1
"6207","YON CALLA",3
"6208","LOOKING GLASS",2
"6209","ROGUE",3
"6210","SADDLE PACKS",1
"6211","ROSE BURG",3
"6212","STEREOTYPICAL",3
"6213","AFTERNOON EVENING",1
"6214","CALLAHAN",1
"6215","ODORIFEROUS",1
"6216","FENCE POST",2
"6217","LIGHT BEAM",1
"6218","PSYCHIATRIC",1
"6219","STORM IT",1
"6220","SHILL",1
"6221","UMP QUA",1
"6222","WINDOW SHADE",1
"6223","EUREKA",19
"6224","RASP",7
"6225","SORROWFUL",1
"6226","STEPBROTHER",10
"6227","UNUTTERABLE",1
"6228","WELLAND",1
"6229","IT SHE",2
"6230","NIGHT OH",1
"6231","POOP",18
"6232","MESMERIZE",5
"6233","MASSEUR",1
"6234","AREA PERHAPS",1
"6235","KOOK",4
"6236","WHAT UM",1
"6237","APPREHENSIVE",13
"6238","EAST BOUND",16
"6239","HAIRNET",1
"6240","HWY WHEN",1
"6241","LATER JUST",1
"6242","NASH",1
"6243","WAS SON",1
"6244","COUNTERMEASURE",1
"6245","DETACH",3
"6246","EASTERNMOST",2
"6247","HALF MILE",6
"6248","KB",1
"6249","LOW PITCHED",4
"6250","PROP",1
"6251","SECOND STORY",1
"6252","SEMI HUMAN",1
"6253","SOUTH FACING",2
"6254","VERTICALLY OPENING",1
"6255","WATERFRONT",1
"6256","WINDOWSILL",3
"6257","SWAY",8
"6258","ABOUT SMELL",1
"6259","BEIGE",12
"6260","EVERGREEN",20
"6261","FIVE THE",1
"6262","SEVENTEEN",3
"6263","SHERWOOD",1
"6264","TOGETHER THE",1
"6265","TRACKS NO",1
"6266","PYRAMID",4
"6267","ALIGN",2
"6268","BARGE",6
"6269","SWIVEL",3
"6270","TROUBLESOME",1
"6271","BARLOW",2
"6272","AMPLITUDE",1
"6273","BACKDROP",1
"6274","BENSON",1
"6275","CORRESPOND",4
"6276","GUERRILLA",1
"6277","HZ",3
"6278","LIGHTEN",17
"6279","PANCAKE",1
"6280","RUDOLF",1
"6281","BERMUDA",2
"6282","BP",2
"6283","TRIANGLE",4
"6284","ACQUAINT",6
"6285","ANSWERED",1
"6286","ASH LAND",12
"6287","ATTENDANT",6
"6288","BEAR AND",1
"6289","BIGFOOT HELL",1
"6290","BLIZZARD",8
"6291","BODY BUT",1
"6292","BOONIES",1
"6293","CATWALK",4
"6294","CENTIMETER",2
"6295","CHIPMUNK",13
"6296","CHRONICALLY",4
"6297","COX",8
"6298","CROTCHET",1
"6299","DEAD BURNED",2
"6300","DESTINE",2
"6301","EMILY",3
"6302","ENSHROUD",1
"6303","ENVIRONMENTALIST",1
"6304","EVACUATE",3
"6305","FANNY",4
"6306","FREAK SIDE",1
"6307","HEIST",1
"6308","HIGH SIDE",1
"6309","HOLSTER",11
"6310","HUB",1
"6311","IGNORANT",3
"6312","IONIC",3
"6313","JR",6
"6314","MATCHSTICK",1
"6315","MATTRESS",7
"6316","MCLAUGHLIN",1
"6317","MICROPHONE",5
"6318","NEWSMAN",2
"6319","PAP",6
"6320","PITT",2
"6321","PLEDGE",1
"6322","POW",7
"6323","PURVEY",11
"6324","QUADRANT",1
"6325","RAILING",1
"6326","REDFORD",6
"6327","REMNANT",4
"6328","SALEM STATESMAN",1
"6329","SHAGGY SOMEWHAT",1
"6330","SIDESHOW",1
"6331","SIKORSKY",7
"6332","SISYPHUS",1
"6333","SNUGGLE",2
"6334","SOUTHWESTER",1
"6335","THAT CURIOSITY",1
"6336","THINKING BIG",1
"6337","WIGGLE",3
"6338","WORM",13
"6339","CATER",15
"6340","CIRCUMNAVIGATE",1
"6341","DISTINGUISHABLE",1
"6342","JOSE",2
"6343","MARTINET",1
"6344","PEBBLE",17
"6345","SCRAPYARD",1
"6346","THISTLE",4
"6347","TYPIST",2
"6348","ALLAY",2
"6349","WAGNER",1
"6350","PROSPECT BUTTE",1
"6351","ANGELA",11
"6352","BUMMED",1
"6353","NEWBORN",3
"6354","THOUSANDFOLD",2
"6355","BURGLE",1
"6356","DIPPING",3
"6357","GRAFFITI",2
"6358","JESUS",7
"6359","DEADHEAD",2
"6360","ARABIAN",2
"6361","DETECTOR",9
"6362","GAL",1
"6363","JOSEPHINE",2
"6364","PONY",3
"6365","YEARS THE",2
"6366","AMPLIFY",10
"6367","RIDICULE THIS",1
"6368","ROMP",7
"6369","AWAY OVER",1
"6370","BRISTLE",3
"6371","COMPETENCE",1
"6372","DISPERSE",6
"6373","HORDE",1
"6374","HOT WIRE",3
"6375","LEGS FEET",1
"6376","LUNACY",1
"6377","NEIGH",2
"6378","NOISY THE",1
"6379","PASTURES ONE",1
"6380","REPUTE",1
"6381","SCHOOLWORK",1
"6382","TACTIC SIT",1
"6383","TETHER",3
"6384","THREE ACRE",1
"6385","HAVEN'T",19
"6386","ROCHELLE",1
"6387","HOUSEHUSBAND",1
"6388","PICKED UP",1
"6389","RETARD",1
"6390","CALI",3
"6391","CULPRIT",2
"6392","ENACTMENT",2
"6393","FERAL",3
"6394","FLEXED",4
"6395","FLUIDITY",3
"6396","GRIPPE",8
"6397","INSTINCTUAL",4
"6398","INTERJECT",2
"6399","MILF",6
"6400","MILLISECOND",1
"6401","PICKET",3
"6402","ROKU",1
"6403","STANDING UPRIGHT",1
"6404","STRICKEN",3
"6405","SUPERSIZE",3
"6406","WEAK WILLED",1
"6407","APP LEGATE",4
"6408","CARBINE",11
"6409","ELIJAH",2
"6410","LITURGIST",3
"6411","PERCH",2
"6412","WEREWOLF",9
"6413","INDIANA",35
"6414","REDWOOD",33
"6415","BETA",5
"6416","LON",2
"6417","CATTLEMEN",1
"6418","GREY BACK",1
"6419","HOWL GUTTURAL",1
"6420","O'BRIEN",4
"6421","FIXATE",6
"6422","HUGO",2
"6423","MILLIMETER",2
"6424","AMTRAK",3
"6425","BULLETIN",3
"6426","CHEM ULT",1
"6427","NEWSPAPER ASKING",1
"6428","TRACKS MAYBE",1
"6429","HARRELL",1
